Question,ResultId,ResultScore,ResultURL,ResultTitle,ResultRank,ResultText,Score
Did Paul write the Epistle to the Hebrews?,008fbb9804aea9974a067d9f56a2c71f054de3898b071c0e89596158b122a6ff,0.752235,https://knowhy.bookofmormoncentral.org/knowhy/how-did-paul-understand-faith#,How Did Paul Understand Faith?,12,"Paul dictates a letter from a jail cell. Image from Bible Videos of The Church of Jesus Christ of Latter-day Saints.

""What shall we say then? That the Gentiles, which followed not after righteousness, have attained to righteousness, even the righteousness which is of faith.""# Romans 9:30",0.0
Did Paul write the Epistle to the Hebrews?,9821a28cbcd6a6a8f96652224200824b7d6de12150361259141a39ec6253aa66,0.751601398,https://eom.byu.edu/index.php?title=Paul#,Paul,13,"**PAUL'S TEACHINGS.** One of Paul's greatest contributions to the New Testament is his forceful statement of justification (that is, being absolved of guilt) by faith in Christ (cf. Gal. 2-3; Rom. 2-5). Early on, Paul had taught his gentile converts that they did not need to live the Law of Moses in order to be justified before God. It was sufficient to make and keep the gospel covenant, the covenant of faith, to do this, while outward observance of the Law of Moses was not (Gal. 2:16). In particular, after Christ's Atonement, there was no longer any necessity of observing the earlier law and covenant of Moses, which were rendered obsolete by the law and covenant of the gospel (cf. Heb. 8:6-13; 3 Ne. 9:17-20). Thus, Paul's Gentile converts did not need to become Jews in order to become Christians (cf. Acts 15:5-29), for human beings are ""justified by faith without the deeds of the law"" (Rom. 3:28). A complete commitment to the gospel of Jesus Christ, the covenant of faith, automatically fulfills all previous obligations before God, including the obligations of the Law of Moses.",3.0
Did Paul write the Epistle to the Hebrews?,23b4f1d4810b9a7f56f7cc6bef36af1409d2ff8af88ab762e4cf19e842705b43,0.750339,https://knowhy.bookofmormoncentral.org/knowhy/how-does-paul-use-chiasmus-to-teach-about-jesuss-atonement#,How Does Paul Use Chiasmus to Teach about Jesus’s Atonement? / The Know,14,"Throughout Paul's ministry, he wrote many epistles to different churches clarifying doctrine, answering concerns, and offering support as needed. Most of his epistles in the New Testament follow fairly standard literary forms of Paul's time, which has led one New Testament scholar to note that they ""are generally among the clearest"" of the New Testament writings to outline.1: 3."")

However, Paul's second letter to the Corinthians is much more difficult to outline, and many scholars point to its ""unparalleled lack of apparent structure and unity,"" especially in the beginning of the letter.2 Because of this, many scholars believe that 2 Corinthians is actually a combination of two or more letters that were put together by a later scribe or editor sometime after Paul had written them. However, as evangelical scholar Craig Blomberg has noted, many of these apparent discrepancies in the letter can be resolved when the first seven chapters are read as a large chiasm focused on the Atonement of Jesus Christ.3. For reference and discussion of Blomberg's work, see Neal Rappleye, ""Chiasmus Criteria in Review,"" in Chiasmus: The State of the Art, 292–293."")

Biblical scholars have long recognized the use of chiasmus in the ancient world, especially among ancient Israelites. Paul, having been taught in the Jewish law and having been raised as a Jew, would have likewise been familiar with this literary practice. Indeed, as John W. Welch has observed, Paul used chiasmus to various extents throughout some of his other epistles, such as Galatians and 1 Corinthians.4, 213–219. For additional examples of chiasmus in Paul's epistles, see pp. 213–229."") As such, it should be no surprise that Paul could use chiasmus in a profoundly complex and meaningful ways.",2.0
Did Paul write the Epistle to the Hebrews?,0ad85423d3639c3b663cd386a4157f03c9bee4618edce83ebe6a37279d574131,0.750134,#,Come Follow Me Class Insights - NT 45 - Hebrews 1-6,15,"That's right. Now, as we dive in we're going to be reading as we always do in English. The amazing thing here is—and I'm not a Greek expert. Taylor, you know a lot better Greek than I do. But talking to people, my colleagues who are Greek experts, they say: hands down, among the 27 books of the New Testament, the Hebrews, the Epistle to the Hebrews, contains the most polished and most poetic and most beautifully formed Greek of any of the other 26—the other 26 books in the New Testament. It is just beautifully written. Including verse 1.

If you look at this example on the screen, from Greek bible.com, of Hebrews chapter 1 verse 1. You'll notice that there are a whole series of words that start with the letter Pi, or English P. Which isn't an overly used letter in Greek. So whoever's doing the actual writing, taking the ideas, whether they come from Paul or whether they come from a committee of people or whether some person on their own taking all of those other writings and creating this book on their own (we don't know), but whoever it is, they are a master of the Greek language, using alliteration. Look at how many words in verse 1 start with the letter Pi. That's highly unusual. They've taken time to craft this in a way that will really stick and grab the attention of the audience in the first century.",1.0
Did Paul write the Epistle to the Hebrews?,51d8efdc0942bde283300f4a14ee3254fdf390a6a11c423a170186681181c722,0.749543488,https://eom.byu.edu/index.php?title=Paul#,Paul,18,"Not all, or possibly not even most, of Paul's letters have been preserved. Latter-day Saints believe that if a more complete collection of Paul's letters had survived, it would reflect a theology much like that of the restored gospel of latter days. They see support for this in the number of references in Paul to doctrines that are now peculiar to the Latter-day Saints, such as baptism for the dead (1 Cor. 15:29), the three degrees of glory (1 Cor. 15:39-41; 2 Cor. 12:2), the premortal life (Eph. 1:4), and the necessity of an ecclesiastical organization that includes apostles and prophets (Eph. 2:19-20;4:11-13). Latter-day Saints assume that Paul did not expand on these topics in his extant writings because they were written to people who already knew about them.",1.0
Did Paul write the Epistle to the Hebrews?,5e59e91875585e192c585ae42a6e3ece10e02648f92c3bb3fafe6ae1d3c950e9,0.749443531,https://eom.byu.edu/index.php?title=Paul#,Paul,19,"The Church recognizes Paul as a true apostle of Jesus Christ. No other early Apostle has had the impact on subsequent believers through both his personal example and his written words that Paul has. The early Christian apostle to the Gentiles, in his New Testament letters, produced a rich source of Christian doctrine and the single most important doctrinal influence upon many of the denominations of modern Christendom. Without Paul, the doctrine of justification by faith in Christ would be largely missing from the Bible, and considerably less would be known about grace, the Lord's Supper, church structure, the Apostasy, or the role of gifts of the spirit in the Church.

**BIOGRAPHICAL SKETCH.** Details of Paul's life are found in his letters and in the book of Acts. Born in Tarsus of Cilicia (modern southeastern Turkey), Paul was multicultural. As a Jew, he was known by the name of Saul and was educated in Jerusalem as a Pharisee under the famous rabbi Gamaliel. He was also a Roman citizen by birth, a rare privilege for a Jew at that time. Finally, he was familiar with Greek language and culture through his early environment in the Hellenistic city of Tarsus. Thus, he was able to deal with Jews, Romans, and Greeks on their own cultural terms-a great advantage for his later missionary work.",3.0
Did Paul write the Epistle to the Hebrews?,8741bca98980a32f97757ade83e4f0492a43e0d019916b87d5ecafc548dbe33e,0.748280466,https://knowhy.bookofmormoncentral.org/knowhy/what-did-paul-really-teach-about-marriage#,What Did Paul Really Teach about Marriage? / Further Reading,20,"Richard D. Draper and Michael D. Rhodes, *The First Epistle to the Corinthians* (Provo, UT: BYU Studies, 2017), 333–403.

Kent R. Brooks, ""Paul's Inspired Teachings on Marriage,"" in *Go Ye into All the World: Messages of the New Testament Apostles* (Salt Lake City, UT: Deseret Book, 2002), 75–97.",0.0
Why did the Apostasy happen?,67eb626499e8bdbffc24cce7082e6196a085e18c9e32604105ca51ec020784ab,0.73734194,https://www.churchofjesuschrist.org/study/general-conference/1995/04/apostasy-and-restoration?lang=eng#p9,Apostasy and Restoration,16,"In contrast, many Christians reject the idea of a tangible, personal God and a Godhead of three separate beings. They believe that God is a spirit and that the Godhead is only one God. In our view, these concepts are evidence of the falling away we call the Great Apostasy.

We maintain that the concepts identified by such nonscriptural terms as ""the incomprehensible mystery of God"" and ""the mystery of the Holy Trinity"" are attributable to the ideas of Greek philosophy. These philosophical concepts transformed Christianity in the first few centuries following the deaths of the Apostles. For example, philosophers then maintained that physical matter was evil and that God was a spirit without feelings or passions. Persons of this persuasion, including learned men who became influential converts to Christianity, had a hard time accepting the simple teachings of early Christianity: an Only Begotten Son who said he was in the express image of his Father in Heaven and who taught his followers to be one as he and his Father were one, and a Messiah who died on a cross and later appeared to his followers as a resurrected being with flesh and bones.

The collision between the speculative world of Greek philosophy and the simple, literal faith and practice of the earliest Christians produced sharp contentions that threatened to widen political divisions in the fragmenting Roman empire. This led Emperor Constantine to convene the first churchwide council in a.d. 325. The action of this council of Nicaea remains the most important single event after the death of the Apostles in formulating the modern Christian concept of deity. The Nicene Creed erased the idea of the separate being of Father and Son by defining God the Son as being of ""one substance with the Father.""",3.0
Why did the Apostasy happen?,377957d536a70c361c644c05ec9f3dc32df8dae01c44cd09ffa3a2c853c3f98b,0.869623065,https://www.churchofjesuschrist.org/study/general-conference/2000/04/a-brief-introduction-to-the-church?lang=eng#p9,A Brief Introduction to the Church,2,"The Bible helps us understand that Jesus organized His Church with apostles, prophets, pastors, teachers, and other Church officials who held the priesthood, which is the authority to act in God's name. Their work was to bring all men to a ""unity of the faith"" regarding Jesus Christ and His teachings (Eph. 4:13).
3. **The Church of Christ and many simple truths were lost.**

Several Bible prophets declared that there would be a ""falling away"" (2 Thes. 2:3) from the true gospel, a time when there would be a ""famine"" (Amos 8:11) regarding the word of God, and ""divisions"" (1 Cor. 11:18) caused as ""grievous wolves"" (Acts 20:29) would enter and disrupt the flock or the people of the Church. These prophecies became a reality when in the years following the Savior's crucifixion, the Apostles were killed, the authority to direct the Church was eventually lost, and for many centuries, including the period known as the Dark Ages, the Church of Jesus Christ was not found on the earth.
4. **The hearts of men and a location were prepared for a restoration of the gospel.**

The closing of the Dark Ages took place as the Reformation unfolded, where brave men and women recognized the need to incorporate doctrines that Jesus had instituted back into the church. We are grateful for the great reformers such as Luther, Wycliffe, Wesley, Tyndale, and many others who helped set the stage for open religious dialogue, study of the scriptures, and the desire engendered in the hearts of good men and women for an expression of religious liberty. But their faith, their desire, their sacrifice, and even their martyrdom were insufficient to restore that which was lost.",3.0
Why did the Apostasy happen?,e114c2726bd07cb233bf22d409f5fe9534c4681a04b2954b5f6c66c22fb14bd8,0.75364095,https://www.churchofjesuschrist.org/study/general-conference/1973/04/salvation-comes-through-the-church?lang=eng#p30,Salvation Comes through the Church,8,"But a new apostasy developed even during the Lord's own ministry. As early as the events recorded in the sixth chapter of John, this falling away took place. You will recall from reading that chapter in the New Testament that many of his disciples would not accept his pure doctrine and therefore fell away and no longer followed him.

In apparent dismay, Jesus turned to the Twelve and asked, ""Will ye also go away?""

Then it was that Simon Peter replied, ""Lord, to whom shall we go? thou hast the words of eternal life.""

Note if you will that the words of eternal life were *not* with those who fell away, but rather with those who remained faithful and loyal.

Subsequently, during the administration of the Twelve, serious apostasy developed again. As a result, nearly all of the epistles of the New Testament were written to combat it.

Historians say that within one hundred years after Christ, as many as thirty splinter groups and separate denominations of Christians arose.",2.0
Why did the Apostasy happen?,00808cfa79b41bf7ab49988e01b01402f29c3742849932e343207569e09dc9b8,0.749961138,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / The Know,12,"For example, when Paul was returning to Jerusalem from his third missionary journey, he warned the leaders of Ephesus, ""After my departing shall grievous wolves enter in among you, not sparing the flock. Also of your own selves shall men arise, speaking perverse things, to draw away disciples after them"" (Acts 20:29–30). While the Ephesian Saints were no stranger to persecution from the Greco-Roman world (see Acts 19:24–41), of much greater concern to Paul was that the Ephesian Saints remain loyal to the Lord and their covenants. Moreover, much of Paul's epistles were written in part to correct false beliefs and attitudes that were arising in the various churches, just as he had foretold.5

Shortly before he was executed under Nero's command, Paul warned Timothy that the prophesied rebellion was then at hand, as many churches Paul established had forsaken him and the gospel: ""All they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes"" (2 Timothy 1:15). This rebellion even reached some of Paul's most trusted missionary companions: ""Demas hath forsaken me, having loved this present world, and is departed unto Thessalonica; Crescens to Galatia, Titus unto Dalmatia. Only Luke is with me"" (2 Timothy 4:10–11).",0.0
Why did the Apostasy happen?,8e7f607c6be59f620e61122e941975b15c82e6dada3d130d32ff3b2f12ba477d,0.750451684,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / The Know,11,"The belief in the Great Apostasy is central to Latter-day Saint teachings—that is, that there was an actual falling away from the gospel as originally taught by Jesus Christ and His Apostles, therefore necessitating a restoration. While this may appear to be a bold claim, closer review of the New Testament shows that the Apostles knew of the forthcoming Apostasy and warned the Church extensively against the false teachers that would come in its wake.

The word *apostasy* comes from the Greek word *apostasia*, which literally means ""rebellion"" and in the New Testament connotes a people rebelling from God.1, 133–134."") However, the meaning of this word is unfortunately often masked in translations into English. For example, the King James Version of 2 Thessalonians 2:3 translates *apostasia* as ""falling away"": ""Let no man deceive you by any means: for that day shall not come, except there come a falling away first, and that man of sin be revealed, the son of perdition.""2 While not always clear in translations of the Bible, the connotation of *apostasy* as a rebellion against God is clearly described in the Book of Mormon (see 3 Nephi 6:18; 4 Nephi 1:38).

Noel B. Reynolds has noted that in light of the evidence from the New Testament and based on the meaning of *apostasy* as ""rebellion,"" it is a myth that ""the apostasy happened because of outside persecution.""3 Rather, the New Testament consistently describes the forthcoming Apostasy as an internal rebellion by members of the early Church against God and His chosen leaders—a rebellion that became more and more prominent as the Apostles wrote earnestly in hopes that the congregations might repent.4",3.0
Why did the Apostasy happen?,21f78f2d285548088f3e81f97e8360ecf6061c81cbec200e31dfebbe9b3dee43,0.776361227,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,2,"Latter-day Saints believe that apostasy occurs whenever an individual or community rejects the revelations and ordinances of God, changes the gospel of Jesus Christ, or rebels against the commandments of God, thereby losing the blessings of the Holy Ghost and of divine authority. The rise of revelatory communities, apostasies, and restorations has happened cyclically throughout the history of mankind, in a series of dispensations from the time of Adam and Enoch (Moses 7) to the present. Latter-day Saints see a historical ""great apostasy"" and subsequent loss of authority beginning in the New Testament era and spreading in the centuries immediately following that era. Though Latter-day Saints have not emphasized the great apostasy as much as they have the concept that the Church is a revelatory restoration, the need of a restoration implies that something important was lost after the departure of the primitive Christian church.

The English word ""apostasy"" derives from the Greek *apostasía* or *apóstasis* (""defection, revolt""; used in a political sense by Herodotus and Thucydides); it is mentioned in a religious context in the Septuagint and the New Testament (e.g., Josh. 22:22 and 2Chr. 29:19; 2 Thes. 2:3states that an *apostasía* must come before the second coming of Christ). It can mean the intransitive ""to stand away from,"" or the active ""to cause to stand away from."" Thus an apostasy can be an active, collective rebellion or a ""falling away.""",2.0
Why did the Apostasy happen?,52ac26ddb53b4305519d42069d6efc0961c7cd617046b1d50df89c7f0914da83,0.861052454,https://www.churchofjesuschrist.org/study/general-conference/2009/04/learning-the-lessons-of-the-past?lang=eng#p12,Learning the Lessons of the Past,7,"In the relatively short span of years covered by the New Testament, the historic pattern repeats itself again. This time the people turned against Christ and His Apostles. The collapse was so great we have come to know it as the Great Apostasy, which led to the centuries of spiritual stagnation and ignorance called the Dark Ages.

Now, I need to be very clear about these historically reoccurring periods of apostasy and spiritual darkness. Our Heavenly Father loves all of His children, and He wants them all to have the blessings of the gospel in their lives. Spiritual light is not lost because God turns His back on His children. Rather, spiritual darkness results when His children turn their collective backs on Him. It is a natural consequence of bad choices made by individuals, communities, countries, and entire civilizations. This has been proven again and again throughout the course of time. One of the great lessons of this historical pattern is that our choices, both individually and collectively, do result in spiritual consequences for ourselves and for our posterity.

In every dispensation, God's loving desire to bless His children is manifest in the miraculous restoration of the gospel truth to the earth through living prophets. The Restoration of the gospel through the Prophet Joseph Smith in the early 1800s is only the most recent example. Similar restorations were accomplished in earlier times through such prophets as Noah, Abraham, Moses, and, of course, the Lord Jesus Christ Himself.",3.0
Why did the Apostasy happen?,941762c4f813dcf620229efc8b663cfab5c777079f7525c2de5b8056a0190db8,0.859445572,https://eom.byu.edu/index.php?title=Doctrine#,Doctrine / Doctrine: LDS Doctrine Compared With Other Christian Doctrines,8,"LDS rejection of much postbiblical Christianity is based on belief in an ancient apostasy that is both predicted and chronicled in the New Testament (e.g., 2 Thes. 2:1-5; 3 Jn. 9-10). Apostolic authority ceased just after the New Testament period, and without apostolic leadership and authority the Church was soon overwhelmed by alien intellectual and cultural pressures. The simple affirmations of biblical faith were turned into the complex propositions of theology. Though subsequent churches were still ""Christian,"" in the LDS view they no longer possessed the *fulness* of the gospel of Jesus Christ or apostolic authority. Latter-day Saints would agree with Catholics and ""high church"" Protestants that apostolic authority is essential in the true church but would also agree with other Protestants that apostolic authority was lacking in medieval orthodoxy. A close parallel is presented by Protestant rejection of Roman Catholic claims to binding apostolic authority. While Latter-day Saints trace the Apostasy to roughly the second century and reject subsequent orthodoxy, most Protestants would place it somewhere nearer the fifteenth century and then reject subsequent Catholicism.

Protestants who denied the necessity of apostolic succession, or who did not believe its links were severed by the Reformation, generally held that the fulness of the gospel could be achieved by reforming the Roman Church. Latter-day Saints, who insist on the necessity of apostolic succession but believe its links were severed early, see a reformation as inadequate for recovering the fulness of the gospel and reestablishing original Christianity. Only a total restoration of apostolic doctrines and authority could reestablish the pure Christianity of the first century. The Church of Jesus Christ of Latter-day Saints sees itself as constituting this Restoration.",3.0
Why did the Apostasy happen?,b9abf84197d7b9f7c02ccbd5927b8aa8865adcd6cd7134981d801367fee605f2,0.771451712,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / The Know,3,"The concept of apostasy as a rebellion against the Lord has deep roots in Jewish and Christian tradition. Indeed, as James E. Faulconer has observed, both ""faithfulness to God and apostasy from him are often spoken of in terms of covenant [throughout the Old Testament]. To be faithful is to keep covenant; to apostatize is to break covenant.""8 Furthermore, in the Greek Septuagint the word *apostasia* is used to describe idolatry and forsaking the Lord. Similarly, the same word is used to describe divorce, especially when marriage was used as a metaphor for God's covenant with Israel. Early Christian texts similarly describe the Apostasy as a corruption of priesthood leaders and a rejection of ordinances and covenants.9 As such, apostasy marks the loss of covenants and priesthood authority that can be restored only through a prophet of God.",2.0
Why did the Apostasy happen?,baa7795d8981bcf51bf4e6f60026921d47fc4bf87787349b621810643e489d04,0.737754822,https://www.churchofjesuschrist.org/study/general-conference/1995/04/apostasy-and-restoration?lang=eng#p12,Apostasy and Restoration,15,"Other councils followed, and from their decisions and the writings of churchmen and philosophers there came a synthesis of Greek philosophy and Christian doctrine in which the orthodox Christians of that day lost the fulness of truth about the nature of God and the Godhead. The consequences persist in the various creeds of Christianity, which declare a Godhead of only one being and which describe that single being or God as ""incomprehensible"" and ""without body, parts, or passions."" One of the distinguishing features of the doctrine of The Church of Jesus Christ of Latter-day Saints is its rejection of all of these postbiblical creeds (see Stephen E. Robinson, *Are Mormons Christians?* Salt Lake City: Bookcraft, 1991; *Encyclopedia of Mormonism,* ed. Daniel H. Ludlow, 4 vols., New York: Macmillan Publishing Co., 1992, s.v. ""Apostasy,"" ""doctrine,"" ""God the Father,"" and ""Godhead"").

In the process of what we call the Apostasy, the tangible, personal God described in the Old and New Testaments was replaced by the abstract, incomprehensible deity defined by compromise with the speculative principles of Greek philosophy. The received language of the Bible remained, but the so-called ""hidden meanings"" of scriptural words were now explained in the vocabulary of a philosophy alien to their origins. In the language of that philosophy, God the Father ceased to be a Father in any but an allegorical sense. He ceased to exist as a comprehensible and compassionate being. And the separate identity of his Only Begotten Son was swallowed up in a philosophical abstraction that attempted to define a common substance and an incomprehensible relationship.",2.0
Why did the Apostasy happen?,fa6218a12637c1ded6628bd9c574df5530aad11995e59e5ccaef53a91a194b69,0.778973401,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,1,"See this page in the original 1992 publication.

Author: Compton, Todd",0.0
Why did the Apostasy happen?,015f10b55c4b270f807ef08cd7272e1193722d42e04d7dee1f0b92d4cef22d87,0.760213435,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,4,"Peterson, Daniel C., and Stephen D. Ricks. ""Comparing LDS Beliefs with First Century Christianity."" *Ensign* 18 (Mar. 1988):7-11.

Phipps, William. ""The Heresiarch: Pelagius or Augustine?"" *Anglican Theological Review* 62 (1980):130-31.

Roberts, B. H. *The ""Falling Away.""* Salt Lake City, 1931.

Roberts, B. H. *Outlines of Ecclesiastical History*. Salt Lake City, 1893.

Robinson, Stephen E. ""Early Christianity and 1 Nephi 13-14."" In *First Nephi, The Doctrinal Foundation*, ed. M. Nyman and C. Tate, pp. 177-91. Provo, Utah, 1988.

Rudolph, Kurt. *Gnosis: The Nature and History of Gnosticism.* San Francisco, 1983.",0.0
Why did the Apostasy happen?,b4ee7804ce7da9972c57b43b46a453cb9494effb847dc7fbaf449df8ce213754,0.758863151,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,5,"Sperry, Sidney B. ""New Light on the Great Apostasy."" *IE* 53 (Sept. 1950):710-11, 744-51.

Talmage, James. *The Great Apostasy.* Salt Lake City, 1909.",0.0
Why did the Apostasy happen?,3da87997a3420a9b12b733bde585b2e4c2832995568d45b198ff05e7e4c4bbf4,0.756479561,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / Further Reading,6,"James E. Faulconer, ""The Concept of the Apostasy in the New Testament,"" in *Early Christians in Disarray: Contemporary LDS Perspectives on the Christian Apostasy*, ed. Noel B. Reynolds (Provo, UT: Foundation for Ancient Research and Mormon Studies, 2005), 133–162.

Noel B. Reynolds, ""Appendix C: New Testament Evidences and Prophecies of Apostasy in the First-Century Church,"" in *Early Christians in Disarray*, 355–369.

Kent P. Jackson, ""New Testament Prophecies of Apostasy,"" in *Sperry Symposium Classics: The New Testament*, ed. Frank F. Judd Jr. and Gaye Strathearn (Provo, UT: Religious Studies Center, Brigham Young University; Salt Lake City, UT: Deseret Book, 2006), 394–406.

Tad R. Callister, *The Inevitable Apostasy and the Promised Restoration* (Salt Lake City, UT: Deseret Book, 2006), 24–49.",0.0
Why did the Apostasy happen?,ce6b078feb6fbcb32dc88eb13d4dfa3840f5fa9ba1eac2f69e162a7b257e9430,0.754946232,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / The Why,7,"While it is evident that the New Testament Apostles knew and warned others about the impending Apostasy, they knew that that was not the end of the story. As Peter told the Saints in Jerusalem, ""the times of restitution of all things, which God hath spoken by the mouth of all his holy prophets since the world began,"" would come (Acts 3:21). This restitution of all things was begun by God the Father and Jesus Christ through the Prophet Joseph Smith.

As Faulconer explained, ""We cannot understand what apostasy means for New Testament Christians without understanding that it included the loss of the temple and, so, of the priesthood, for ultimately the rebellion of apostasy involves severing one's covenant relation to God, a relation manifest through the priesthood, through standing in the presence of God.""10 A serious part of the Restoration entailed restoring covenants and temples, thereby providing a corrective course to this rebellion that corrupted many early Christian doctrines and beliefs. Covenants are essential to the gospel of Jesus Christ, and they allow us to grow closer to our Savior and become more like Him.",2.0
Why did the Apostasy happen?,cd122928e067f9af754ed4743c95bb2aa84fcd2abea0e1a607944320f9639859,0.753257215,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,9,"Dodds, Eric R. *Pagan and Christian in an Age of Anxiety*. Cambridge, 1965.

Nibley, Hugh. *The World and the Prophets*. In *CWHN* 3.

Nibley, Hugh. *Mormonism and Early Christianity*, in *CWHN 4*, treats the disappearance of Christian baptisms for the dead (1948, pp. 100-167); the reshaping of early Christian texts and histories in light of the failure of the infant church to survive (1955, pp. 168-322); the forgotten teachings of Jesus during hi",0.0
Why did the Apostasy happen?,0121fec6a0cf7131b2d5e1c3e8b7ff7498a358a15952c9b262de4eb0893d87b2,0.751061738,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,10,"Bushman, Richard L. *Joseph Smith and the Beginnings of Mormonism*, p. 207. Urbana, Ill., 1984.",0.0
Why did the Apostasy happen?,e9fa8c26bb2140605e93ee3cd6bc0968e1290075035214451711b27a3740502a,0.7470451,https://eom.byu.edu/index.php?title=Apostate#,Apostate,13,"See this page in the original 1992 publication.

Author: Scharffs, Gilbert W.",0.0
Why did the Apostasy happen?,a1449a1aafc678f842a1f1724e79544395dd648f19dac2e2db75276c17f9c6db,0.746023953,https://knowhy.bookofmormoncentral.org/knowhy/what-does-the-new-testament-teach-about-the-great-apostasy#,What Does the New Testament Teach about the Great Apostasy? / The Know,14,"In 1820, as Joseph Smith prayed in the Sacred Grove, he saw God the Father and His Son, Jesus Christ. Joseph, who had been struggling to know where he might find the true church, asked the divine personages ""which of all the sects was right (for at this time it had never entered into my heart that all were wrong)—and which I should join"" (Joseph Smith—History 1:18). The answer Joseph received came as a shock to him and would begin his preparation as a prophet: ""I was answered that I must join none of them, for they were all wrong; and the Personage who addressed me said that all their creeds were an abomination in his sight"" (Joseph Smith—History 1:19). Because of this, Joseph Smith would be called of God to restore His Church on the earth.",1.0
Why did the Apostasy happen?,6cd73592f621de6757ee0dd06032550f4badce12586c8daa89ae941d80e89a83,0.736982226,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,17,"In 1909 James E. Talmage wrote *The Great Apostasy*, in which he gathered New Testament passages that Latter-day Saints have cited to show that a great apostasy was predicted by Jesus Christ, Paul, and other apostles and prophets (esp. Matt. 24:4-13, 23-26; Acts 20:29-30; Gal. 1; 2 Thes. 2:7-8; 1 Tim. 4:1-3; 2 Tim. 3:1-6;4:1-4; Jude 1:3-4; Rev. 13:4-9;14:6-7; and in the Old Testament, Amos 8:11-12). Talmage also chronicled the persecution of early Christians that hastened the Apostasy and described the primitive Church as changing internally in several respects. He argued that the simple principles of the gospel were mixed with the pagan philosophical systems of the day (Trinitarianism, resulting in the Nicene Creed; false opposition of body and spirit, creating excessive asceticism); that rituals were changed and added to in unauthorized ways (simple early Christian rites were replaced by complex pagan-influenced ceremonies; baptism by immersion was lost; the baptism of infants was introduced cf. [Moro. 8]; communion was changed); and that church organization was altered (the apostles and prophets, the necessary foundation of the church of Christ, were martyred, leaving a void that could not be filled by bishops; thus the medieval church showed little similarity to the organization or practices of the New Testament church).",2.0
Why did the Apostasy happen?,0b38fb86a64f71c152a9ac4806da1517c058d01b6cde02c97d3917c4d873497d,0.734076262,https://eom.byu.edu/index.php?title=Apostasy#,Apostasy,18,"All through their history, Latter-day Saints have written and theorized about historical events involved in the ""great apostasy,"" a theme discussed in several Restorationist writings of the late eighteenth and early nineteenth centuries (see Restorationism, Protestant). In 1833, referring to Mark 16:17-18 and 1Corinthians 12, Joseph Smith stated: ""By the foregoing testimonies we may look at the Christian world and see [that] the apostasy there has been from the apostolic platform"" (*TPJS*, p. 15). Oliver Cowdery wrote on the apostasy in the first issue of the messenger and advocate (1834). In 1840 Orson Pratt spoke of ""a general and awful apostasy from the religion of the New Testament"" (*Listen to the Voice of Truth*, 1.1). He particularly emphasized a lack of binding ordinances because of the absence of priesthood authority; baptism was a key example. In Pratt's view all churches before the Restoration were wrong in some ways, doctrinally and ritually, even though they might be right in others. Benjamin Winchester, an early LDS pamphleteer, wrote an extensive treatise using New Testament sources to demonstrate that an apostasy had been prophesied (*A History of Priesthood*, Philadelphia, 1843, pp. 72-96). In the 1850s and 1860s many references were made to ""the great apostasy"" (O. Pratt, *JD* 12:247) and ""the great falling away"" (W. Woodruff, *JD* 8:262) in Latter-day Saint sermons.

This idea-breaking off from established religion because it seems out of tune with New Testament Christianity-has obvious Protestant overtones, but the LDS view differs from typical Protestant attitudes in its emphasis on the loss and restoration of exclusive, clear-cut priesthood authority, correct ordinances, and continuing revelation. In contrast, Protestants typically rely primarily on biblical reinterpretation.",1.0
Why did the Apostasy happen?,7bc1ad65fa2f48bb1e7477a5e1473c9c4f3d34c22c133e495a863866c870c77c,0.733048201,https://www.churchofjesuschrist.org/study/general-conference/1995/04/apostasy-and-restoration?lang=eng#p5,Apostasy and Restoration,19,"We would be wiser if we could restore the knowledge of some important things that have been distorted, ignored, or forgotten. This also applies to religious knowledge. It explains the need for the gospel restoration we proclaim.",0.0
